,Symbol,Last,VWAP,Turnover
0,SBIN,0.9670756512422947,1.0624224209573798,-0.7377923084968308
1,SBIN,0.8145368424052817,0.8546270800984221,-0.5342418758613752
2,SBIN,0.8064014392673081,0.86771655038875,-0.6123443651709618
3,SBIN,1.06876819046697,1.003110758704331,0.31101344960908806
4,SBIN,0.9874141590872297,1.0202906884603873,-0.536125860890156
5,SBIN,0.938601740259386,0.9601609343141916,-0.629209040583254
6,SBIN,0.8511461565261639,0.9315277180540994,-0.4604857742436663
7,SBIN,0.7352166618100354,0.7830440394481905,-0.6868334111861557
8,SBIN,0.7799613790688912,0.7715907529441545,-0.7520467062515583
9,SBIN,0.7941983345603466,0.7949063718988011,-0.3052552204593882
10,SBIN,0.7901306329913587,0.8358109665560763,-0.2501916878497967
11,SBIN,0.5786101514040345,0.6562397960106362,-0.2847042070433236
12,SBIN,1.0219896224236202,0.7949063718988011,0.42425499256576527
13,SBIN,0.8877554706470484,1.082465672339445,1.6551801125772527
14,SBIN,1.0504635334065289,0.9847036911085577,-0.2085795175697199
15,SBIN,0.9487709941818536,0.9589337964744745,-0.7088771238103856
16,SBIN,1.4470644363827627,1.2559011536862925,1.2885298702265482
17,SBIN,1.9311209230922164,1.67149183540421,1.6415784245015288
18,SBIN,1.176562282045125,1.4170652566359567,1.9636407069603967
19,SBIN,1.221306999303983,1.2469021428616907,0.27180312888861785
20,SBIN,1.241645507148918,1.298850978076432,0.4733188782836922
21,SBIN,1.2823225228387882,1.1949533076469518,-0.36016403760167537
22,SBIN,0.9121616800609691,1.1274607264624488,-0.09974104979913195
23,SBIN,0.5216623294382172,0.6938720230953301,0.15600721873685872
24,SBIN,0.6518287796458011,0.5126646687636005,-0.22841114137947516
25,SBIN,0.4728499106103735,0.270918514339105,0.6767342163638339
26,SBIN,0.3711573713856982,0.42022028483815876,-0.03474678050368657
27,SBIN,0.7840290806378791,0.6337422689491367,-0.21349510062172475
28,SBIN,0.5053915231622678,0.59733717970416,-0.48126459428809687
29,SBIN,0.2898033400059579,0.2533295386364764,2.3008420010727386
30,SBIN,-0.3040810890661469,-0.08658764296548105,1.7778849968050119
31,SBIN,-0.15764383258261352,-0.16226114308144118,0.23647500549980965
32,SBIN,-0.47085685339461536,-0.3745559893526996,0.5244945168654943
33,SBIN,-0.5440754816363798,-0.7868743034980336,1.4295416938646415
34,SBIN,-0.5481431832053677,-0.5549452517912822,0.7209201926836352
35,SBIN,-0.39967207593734266,-0.48786171655335137,0.0023913060614354294
36,SBIN,-0.4261121361357573,-0.4387762029646215,0.15175224698678957
37,SBIN,-0.2674717749452647,-0.3070634081681941,-0.5985305722726347
38,SBIN,-0.3528935078939906,-0.30092771896960374,-0.6113711751395077
39,SBIN,-0.6213618114471344,-0.5545362058447099,-0.2246083224679989
40,SBIN,-0.6111925575246668,-0.6940208736260195,0.19802835362840776
41,SBIN,-0.8450853977414201,-0.7561958575050771,-0.10363144796453556
42,SBIN,-0.806442232836044,-0.8425045522319284,-0.43594921816493454
43,SBIN,-1.1237229552170303,-0.886681514461785,-0.2749719488559927
44,SBIN,-1.4755791409344072,-1.396352763891435,0.3779533610760967
45,SBIN,-1.0708428348201997,-1.2936822313016745,0.5304512027636398
46,SBIN,-1.192873881889809,-1.1951021581776413,-0.26500801755629383
47,SBIN,-1.1969415834587958,-1.3435858367835503,-0.022881196311445733
48,SBIN,-1.174569224829368,-1.0637984093277861,0.9044569641796764
49,SBIN,-1.0240642667768478,-1.2004197554830869,0.011534772593853652
50,SBIN,-1.2091446881657573,-1.123928163473982,-0.4814951438673452
51,SBIN,-1.2315170467951864,-1.2245534663308795,0.025373997411323797
52,SBIN,-1.4267667221065623,-1.4033065449831712,-0.5282139259041674
53,SBIN,-1.3413449891578353,-1.377536650349088,-0.35956719206648785
54,SBIN,-1.4450713791670045,-1.3051355178057116,-0.4207617483697379
55,SBIN,-1.6870996225217314,-1.621328034506449,0.030440860407388647
56,SBIN,-1.9637033292128487,-1.977198008024743,-0.013355301806330714
57,SBIN,-1.455240633089472,-1.6941382129963989,0.2551418141233488
58,SBIN,-1.2030431358122766,-1.2703666123470267,0.4006795607419229
59,SBIN,-1.3718527509252378,-1.2883646339962278,0.7790148815813271
60,SBIN,-1.5040530519173159,-1.468344850488239,-0.7541184347475803
61,SBIN,-1.302701824252459,-1.3399044232643953,-0.40110379705227667
62,SBIN,-1.4755791409344072,-1.3816271098148154,-0.48005245317108514
63,SBIN,-0.9020332197072374,-1.1496980581080651,-0.1631906403319754
64,SBIN,-0.9854211018714716,-1.0114405281664751,0.0009481664795383092
65,SBIN,-0.9406763846126135,-0.9149056847753049,-0.3201595125762632
66,SBIN,-0.806442232836044,-0.8789096414769029,-0.2431093599583705
67,SBIN,-1.0403350730527972,-1.0134857578993393,-0.7155311138499233
68,SBIN,-1.1827046279673414,-1.1824217338338858,-0.46611418149482153
69,SBIN,-1.3088033766059386,-1.2490962231252443,0.015886358598006488
70,SBIN,-1.3820220048477054,-1.390626120639416,-0.6483240254990136
71,SBIN,-1.4165974681840947,-1.374673328723079,-0.6802286842695526
72,SBIN,-1.4633760362274457,-1.4495287369458933,-0.6731816028839013
73,SBIN,-1.4755791409344072,-1.4904333316031686,-0.8814712006983991
74,SBIN,-1.672862667030277,-1.6994558103018444,-0.7405181658058176
75,SBIN,-1.650490308400848,-1.6589602615911416,-0.9675920575835028
76,SBIN,-1.7196412350736279,-1.709272913019591,-1.1476798140935276
77,SBIN,-1.8498076852812118,-1.8131705834490697,-0.9130973576433297
78,SBIN,-2.02268500196316,-1.978834191811035,-0.18673865839200832
79,SBIN,-1.6179486958489526,-1.6626416751102966,0.3308860295055544
80,SBIN,-1.5020192011328217,-1.4724353099539664,-0.5988064010974332
81,SBIN,-1.699302727228693,-1.6781854210800609,-0.917071813177874
82,SBIN,-1.6830319209527445,-1.7137724184318905,-0.9166740839947871
83,SBIN,-1.6769303685992638,-1.6753220994540519,-0.9241867248904428
84,SBIN,-1.455240633089472,-1.5346102938330253,-0.7520599830751976
85,SBIN,-1.3291418844508738,-1.384899477387398,-0.17111455748211601
86,SBIN,-1.4186313189685886,-1.4429840018007283,-0.9967893749458386
87,SBIN,-1.4593083346584588,-1.4368483126021379,-0.8770794891223284
88,SBIN,-1.3088033766059386,-1.4090331882351905,-0.9576366093476212
89,SBIN,-1.2437201515021468,-1.208191628467969,-0.4684840443081091
90,SBIN,-1.4816806932878868,-1.2474600393389526,-0.5188302044212856
91,SBIN,-1.630151800555913,-1.5914676804066383,-0.6155317637762192
92,SBIN,-1.6443887560473673,-1.5955581398723657,-0.988881354817423
93,SBIN,-1.7643859523324847,-1.7514046455165844,-0.9911540216858207
94,SBIN,-1.565068575452121,-1.6331903669570584,-0.5151653567792046
95,SBIN,-1.109485999725576,-1.3309054124397948,2.9978124925604117
